,cardId,cardName,annualfee,pervSales,Benefits,Detail_summ_name,Details_summary
128,128,신한카드 플리,"국내 1만5천원, 해외 1만8천원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '언제나할인', '포인트/캐시백']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', 'Daily 결제일 할인\nWeekly 할인 쿠폰', '마이신한포인트 월 최대 3천P 적립']"
129,129,zgm living카드,"국내 5만원, 해외 5만5천원",직전 1개월 합계 50만원 이상,"주유소, 공과금, 교육, 통신, 보험최대 15% 포인트적립","['주유', '관리비', '교육', '통신', '금융', '포인트/캐시백']","['주유소 최대 15% NH포인트 적립', '공과금 최대 15% NH포인트 적립', '교육 최대 15% NH포인트 적립', '이동통신 최대 15% NH포인트 적립', '보험 최대 15% NH포인트 적립', ""'기본적립’된 포인트의 5% 추가적립""]"
130,130,신한카드 플리(산리오캐릭터즈),"국내 1만5천원, 해외 1만8천원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['언제나할인', '포인트/캐시백']","['국내 이용금액 최대 0.9% 할인\n해외 이용금액 0.5% 결제일 할인', '마이신한포인트 월 최대 3천P 적립\n매월 6천원 할인 쿠폰 제공 서비스']"
131,131,신한카드 Point Plan+,"국내 3만원, 해외 3만3천원, 가족겸용 없음",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '관리비', '포인트/캐시백', '통신', '외식', '문화']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '도시가스/전기요금 자동납부 포인트적립', '일상 생활비 적립 서비스\n해외 결제금액 1% 포인트 적립\n5,12월 적립한도 1만P 추가 제공', '이동통신요금 자동납부 포인트 적립', '주말 외식비 결제 시 포인트 적립', 'OTT 자동납부 시 포인트 적립']"
132,132,신한카드 알뜰More(알뜰모아),"국내 2만원, 해외 2만3천원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,['통신'],['알뜰폰 통신비 최대 1만 5천원 할인']
133,133,I-MILEAGE(대한항공),"국내 4만1천원, 해외 4만2천원",직전 1개월 합계 50만원 이상,대한항공 1천원당 1마일리지 적립공항 라운지 / 발레파킹 무료 이용,"['항공마일리지', '프리미엄', '카페/베이커리', '연회비지원']","['대한항공 1천원당 1마일리지 적립', '전세계 공항 라운지 무료 이용 서비스\n공항 발레파킹 무료 이용 서비스\n국제 브랜드 서비스', '스타벅스 할인 서비스', 'IBK신용카드 연회비 캐시백 이벤트']"
134,134,현대카드Z play,"국내 2만원, 해외 2만원, 가족 5천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '쇼핑', '외식', '영화', '문화']","['신규회원 Welcome 이벤트', '온라인 쇼핑몰 10% 청구 할인\n해외 가맹점 10% 청구 할인', '일반음식점 10% 청구 할인', '영화 10% 청구 할인', '디지털 콘텐츠서비스 10% 청구 할인']"
135,135,삼성페이 삼성카드 taptap,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['간편결제', '통신', '영화', '언제나할인', '쇼핑']","['삼성 페이로 결제 시 10% 할인', '이동통신요금 자동납부 시 10% 할인', 'CGV·롯데시네마 5천원 결제일할인', '국내외 가맹점 0.3% 결제일할인', '쇼핑업종 0.3% 결제일할인']"
136,136,아메리칸 익스프레스 로즈골드 KB국민카드,"국내 1만9천원, 해외 1만9천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '쇼핑', '카페/베이커리', '편의점', '대형마트', '레저']","['온라인신규신청 연회비 100% 캐시백\n홈페이지 내 신용카드 최초 발급 시', '쿠팡 등 온라인쇼핑 10%할인\n롯데백화점 5% 할인\n온라인 면세점 5% 할인', '커피 오프라인 매장 10% 할인\n스타벅스 사이렌오더 10% 할인\n커피빈 퍼플오더 10% 할인\n메가커피 메가오더 10% 할인', 'CU, GS 25 10% 할인', '롯데마트, 홈플러스 5% 할인\n롯데슈퍼 등 5% 할인', '대한항공, 아시아나 항공권 5% 할인']"
137,137,GOAT BC 바로카드,"국내 1만2천원, 해외 1만2천원, 가족겸용 없음",조건없음,조건없음,['포인트/캐시백'],"['실적,한도없이 매일 페이북 머니 적립\n페이북 머니 10% 추가 적립']"
138,138,카드의정석 EVERY MILE SKYPASS,"국내 3만9천원, 해외 3만9천원, 가족겸용 없음",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '항공마일리지', '프리미엄']","['온라인 신규 연회비 100% 캐시백', 'SKYPASS 최대 2마일 적립\n해외수수료 면제\n마일리지 적립안내\n적립 제공 시 유의사항', '국내 공항라운지 무료이용 서비스\n실적 산정 방법 안내']"
139,139,KT DC PLUS 롯데카드,"국내 2만원, 해외 2만원, 가족겸용 없음",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,['통신'],['KT 통신비 최대 1만3천원 할인']
140,140,zgm shopping카드,"국내 5만원, 해외 5만5천원",직전 1개월 합계 50만원 이상,쇼핑 최대 15% NH포인트 적립현대백화점면세점 블랙 등급 멤버십제공,"['쇼핑', '포인트/캐시백', '프리미엄']","['온라인 쇼핑 최대 15% 포인트적립\n오프라인 쇼핑 최대 15% 포인트적립', '‘기본적립’된 포인트의 5% 추가적립', '현대백화점면세점 블랙 등급 멤버십제공']"
141,141,신한카드 Deep Store,"국내 1만3천원, 해외 1만6천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '쇼핑', '대형마트', '포인트/캐시백', '영화', '카페/베이커리']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '생활쇼핑 최대 15% 할인', '3대 할인점 주말 10% 할인\n복합 쇼핑몰 주말 10% 할인', '해외거래시 서비스수수료 0.18%적립', '주말 롯데시네마 5천원 할인', '커피전문점/제과점 업종 10%할인']"
142,142,신한카드 Globus,"국내 2만2천원, 해외 2만5천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['언제나할인', '포인트/캐시백']","['해외 수수료 최대 1.18% 할인', '마이신한포인트 국내 0.7% 기본적립\n마이신한포인트 해외 1.7% 특별적립']"
143,143,하나투어 삼성카드,"국내 2만원, 해외 2만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['레저', '통신', '렌탈', '관리비', '주유', '쇼핑', '카페/베이커리', '외식', '편의점', '프리미엄', '언제나할인']","['최대 1만 4천원 결제대금 차감\n하나투어 12/24개월 라이트할부', '이동통신 5%/10% 결제일할인\n인터넷,유선통신 5%/10%결제일할인', '렌탈 5%/10% 결제일할인', '아파트 관리비 5%/10% 결제일할인', '주유소 5%/10% 결제일할인', '온라인쇼핑몰 5%/10% 결제일할인', '카페 5%/10% 결제일할인', '배달앱 5%/10% 결제일할인', '편의점 5%/10% 결제일할인', '공항 라운지 무료이용 서비스\n국제브랜드 서비스(해외겸용카드 전용)', '해외 1.5% 결제일할인']"
144,144,아메리칸 엑스프레스 리저브,해외 15만원,직전 1개월 합계 1백만원 이상,직전 1개월 합계 1백만원 이상,"['바우처', '포인트/캐시백', '외식', '카페/베이커리', '영화']","['메탈 플레이트 무료 제공', '국내외가맹점 1% 멤버십리워즈 적립\n온라인쇼핑·해외 추가 4% 적립', '배달의민족·쉐이크쉑·써브웨이 등\nFood 영역 30% 할인', '스타벅스·커피빈·블루보틀 등\nCoffee 영역 30% 할인', 'CGV·넷플릭스·웨이브 등\nMovie 영역 30% 할인']"
145,145,zgm.일본여행중카드,"국내 2만3천원, 해외 2만5천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['금융', '포인트/캐시백', '프리미엄', '레저']","['해외결제 시 해외서비스수수료 면제', '일본 오프라인 전매장 10%포인트적립\n해외·국내 생활업종 NH포인트 적립', '전세계 공항 라운지 무료 이용', '익스피디아 객실요금 9% 즉시 할인']"
146,146,LOCA LIKIT Eat,"국내 1만원, 해외 1만원, 가족겸용 없음",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '카페/베이커리', '쇼핑', '외식']","['신규회원 연회비 100% 캐시백이벤트\n롯데카드 온라인 신청 특별 혜택', '커피 60% 결제일 할인', '쇼핑 멤버십 60% 결제일 할인', '배달앱 60% 할인\n음식점 가맹점 60% 할인']"
147,147,NH농협 올바른NEW HAVE+ 카드,"국내 2만3천원, 해외 2만5천원",조건없음,기본적립 0.7% 최대 3.5% 적립많이 쓴 영역 5배/3배 자동적립,"['포인트/캐시백', '쇼핑', '외식', '대형마트', '문화', '통신', '대중교통', '카페/베이커리', '편의점', '프리미엄', '금융']","['기본적립: 0.7% NH포인트적립\n스마트적립: 1.4/2.8%추가적립', '스마트적립 ①영역: 온라인쇼핑/배달앱\n스마트적립 ②영역: 오프라인쇼핑/잡화', '스마트적립 ①영역: 온라인쇼핑/배달앱', '스마트적립 ②영역: 오프라인쇼핑/잡화', '스마트적립 ③영역: 이동통신 / 구독', '스마트적립 ③영역: 이동통신 / 구독', '스마트적립 ④영역: 대중교통 / 택시', '스마트적립 ⑤영역: 커피/편의점', '스마트적립 ⑤영역: 커피/편의점', '국제 브랜드 프리미엄 서비스 제공', '농협 이체수수료 통합 월 10회 면제']"
148,148,카드의정석 TEN,"국내 1만2천원, 해외 1만2천원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '카페/베이커리', '편의점', '대중교통', '통신', '쇼핑', '외식', '간편결제']","['온라인 신규 연회비 100% 캐시백', '커피 10% 청구할인\nTEN Discount 월 할인한도', '편의점 10% 청구할인\nTEN Discount 월 할인한도', '버스, 지하철, 택시 10% 청구할인\nTEN Discount 월 할인한도', 'SKT, KT, LGU＋10%청구할인\nTEN Discount 월 할인한도', '해외 온/오프라인가맹점 10%청구할인\nTEN Discount 월 할인한도\n해외 이용 안내', '음식점/주점 1% 청구할인\nONE Discount 월 할인한도', '온리인 간편결제 1% 청구할인\nONE Discount 월 할인한도']"
149,149,삼성 iD MOVE 카드,"국내 2만원, 해외 2만원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['카페/베이커리', '편의점', '쇼핑', '레저', '대중교통', '통신', '문화']","['커피전문점 10% 결제일할인', '편의점 10% 결제일할인', '해외 1.5% 결제일할인', '철도·항공 1.5% 결제일할인', '대중교통·택시 10% 결제일할인', '이통통신 10% 결제일할인', '스트리밍 10% 결제일할인']"
150,150,코웨이 IBK카드,"국내 1만2천원, 해외 1만5천원",직전 1개월 합계 30만원 이상,"코웨이 최대 23,000원 청구할인-",['렌탈'],"['코웨이 월 최대 23,000원 할인']"
151,151,삼성 iD PLUG-IN 카드,"국내 2만원, 해외 2만원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['주유', '오토', '금융', '문화', '쇼핑']","['전기차 충전요금 20%/40% 할인', '주차장/대리운전 20% 할인', '자동차 보험 30,000원 할인', '디지털콘텐츠 20% 할인', '해외 1% 할인']"
152,152,KB국민 KB Pay 챌린지카드,"국내 1만5천원, 해외 1만5천원",조건없음,조건없음,['포인트/캐시백'],['KB Pay 3회당 1천포인트리 적립\n매주 포인트리 1천점 적립']
153,153,신한카드 Shopping,"국내 2만원, 해외 2만3천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['카페/베이커리', '주유', '대형마트', '쇼핑', '문화', '뷰티']","['커피전문점 10% 할인', '4대 정유사 리터당 60원 할인', '5대 마트 10% 할인\n창고형 할인매장 10% 할인', '5대 백화점 10% 할인\n프리미엄 아울렛 10% 할인\n홈쇼핑 10% 할인\n소셜커머스 10% 할인\n마켓컬리, 프레딧, 집반찬연구소 할인', '온라인서점 10% 할인', '다이소, 올리브영 10% 할인']"
154,154,KB국민 Easy Pick카드,"국내 2만원, 해외 2만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['대형마트', '주유', '쇼핑', '외식', '문화', '편의점', '오토', '카페/베이커리', '대중교통', '통신']","['대형마트 이용 시 5% 적립\n이마트, 롯데마트, 홈플러스 등', '이용 시 5% 적립\n주유소 및 충전소(LPG) 업종', '홈쇼핑, 백화점, 소셜커머스 5%적립\n인터넷쇼핑몰 최대10%,마켓컬리 5%', '배달앱 이용 시 5% 적립', '온라인서점 이용 시 5% 적립\n교보문고, YES24 등', '편의점 업종 이용 시 5% 적립\nGS25, CU 등', '이용 시 5% 적립\n차량정비 및 차량 서비스업종', '스타벅스,커피빈 등 커피업종 5%적립\n제과,아이스크림 업종 5% 적립', '이용 시 5% 적립\n대중교통(버스, 지하철), 택시', '이동통신요금 5% 적립\nSKT, KT, LGU+ 등']"
155,155,삼성 iD ONE 카드,"국내 5만원, 해외 5만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['쇼핑', '대형마트', '주유', '관리비', '통신', '교육', '간편결제', '포인트/캐시백']","['4대 생활 영역 10% 빅포인트적립', '4대 생활 영역 10% 빅포인트적립', '4대 생활 영역 10% 빅포인트적립', '관리비 정기결제 3% 빅포인트 적립', '통신비 정기결제 3% 빅포인트 적립', '교육 업종 3% 빅포인트 적립', '삼성페이로 결제시 1% 빅포인트적립', '해외 (가맹점) 1% 빅포인트적립']"
156,156,모니모A 카드,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '포인트/캐시백', '카페/베이커리', '쇼핑', '주유', '금융', '레저', '편의점', '의료', '반려동물', '교육', '영화', '간편결제', '대형마트', '외식', '통신', '렌탈', '육아', '문화', '뷰티']","['행사 응모필수!\n온라인신규회원 연회비 100% 캐시백\n(삼성개인신용카드 신규발급 시 제공)', '국내외가맹점 최대1%모니머니리워드적립', '스타벅스 5,000원 할인', '면세점 최대 2% 모니머니리워드 적립\n백화점 최대 2% 모니머니리워드 적립\n프리미엄아울렛최대2%모니머니리워드적립\n온라인쇼핑몰 최대2%모니머니리워드적립\n해외 최대 2% 모니머니리워드 적립', '모든주유소 최대 2%모니머니리워드적립\n전기차충전 최대 2%모니머니리워드적립', '보험 최대 10% 모니머니리워드 적립', '항공 최대 2% 모니머니리워드 적립', '편의점 최대 2% 모니머니리워드 적립', '병원,약국 최대 2%모니머니리워드적립', '동물병원 최대 2% 모니머니리워드적립', '학원 최대 2% 모니머니리워드 적립', '영화관 최대 2% 모니머니리워드 적립', '간편결제업종 최대1%모니머니리워드적립', '대형마트업종 최대1%모니머니리워드적립', '외식업종 최대1%모니머니리워드적립', '통신업종 최대1%모니머니리워드적립', '렌탈업종 최대1%모니머니리워드적립', '육아업종 최대1%모니머니리워드적립', '문화업종 최대1%모니머니리워드적립', '뷰티업종 최대1%모니머니리워드적립']"
157,157,디지로카 Monaco,"국내 12만5천원, 해외 12만5천원, 가족 2만원",직전 1개월 합계 1백만원 이상,직전 1개월 합계 1백만원 이상,"['연회비지원', '언제나할인', '쇼핑', '간편결제', '바우처', '외식', '통신', '문화', '프리미엄', '렌탈', '금융', '의료', '뷰티', '레저', '영화', '편의점', '카페/베이커리', '육아', '교육', '대형마트', '오토', '주유']","['신규회원 연회비 100% 캐시백이벤트\n롯데카드 첫 발급 고객 혜택!', '국내외 가맹점에서 1% 결제일 할인\n실적·한도 없이 혜택 제공', '온라인 쇼핑 최대 5% 결제일 할인', '네이버페이 최대 5% 결제일 할인', '롯데상품권카드 5만원 증정', '배달앱 5% 결제일 할인', '이동통신 업종 5% 결제일 할인', '스트리밍 서비스 50% 결제일 할인', '국내 공항 라운지 무료 이용\n특급호텔 발렛파킹 서비스\n인천공항 발렛파킹 서비스\nMastercard Platinum', '렌탈 업종 1% 할인\n실적·한도 없이 혜택 제공', '금융 업종 1% 할인\n실적·한도 없이 혜택 제공', '의료 업종 1% 할인\n실적·한도 없이 혜택 제공', '뷰티 업종 1% 할인\n실적·한도 없이 혜택 제공', '레저 업종 1% 할인\n실적·한도 없이 혜택 제공', '영화 1% 할인\n실적·한도 없이 혜택 제공', '편의점 1% 할인\n실적·한도 없이 혜택 제공', '카페/베이커리 1% 할인\n실적·한도 없이 혜택 제공', '영·유아 업종 1% 할인\n실적·한도 없이 혜택 제공', '교육비 1% 할인\n실적·한도 없이 혜택 제공', '대형마트 1% 할인\n실적·한도 없이 혜택 제공', '오토 관련 업종 1% 할인\n실적·한도 없이 혜택 제공', '주유비 1% 할인\n실적·한도 없이 혜택 제공']"
158,158,LG U+ X LOCA,"국내 2만원, 해외 2만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,['통신'],['LG U+ 통신비 최대 2만원 할인']
159,159,JADE First Centum,"국내 99만5천원, 해외 100만원, 가족 10만원",직전 1개월 합계 50만원 이상,해외·항공·면세·여행 60만원 할인!전세계 공항라운지 연10회 무료 이용,"['바우처', '레저', '쇼핑', '프리미엄', '포인트/캐시백', '주유', '오토']","['바우처 2가지 중 1가지를 선택 이용\n특급호텔 레스토랑 20만원 현장 할인', '골프 50% 청구 할인', '프리미엄 아울렛 50% 청구 할인', '전세계 공항 라운지 무료 이용\n특수소재 카드 신청 가능', '하나머니 기본 적립\n하나머니 특별 적립', '주유(LPG) 리터당 200하나머니\nEV 충전 50% 하나머니 적립', '제휴 주차장 무료 주차 제공']"
160,160,롤라카드,"국내 1만5천원, 해외 1만5천원, 가족겸용 없음",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['쇼핑', '주유', '대형마트', '카페/베이커리', '레저', '외식', '영화', '편의점', '프리미엄']","[""롤라머니 7% 적립\n롯데 그룹사에서 롤라카드로 결제 시\n'롤라머니'란?"", 'SK주유소 롤라머니 1% 적립', '롤라머니 7% 적립\n롯데 그룹사에서 롤라카드로 결제 시', '롤라머니 7% 적립\n롯데 그룹사에서 롤라카드로 결제 시', '롤라머니 7% 적립 받기!\n롯데 그룹사에서 롤라카드로 결제 시', '롤라머니 7% 적립\n롯데 그룹사에서 롤라카드로 결제 시', '롤라머니 7% 적립\n롯데 그룹사에서 롤라카드로 결제 시', '롤라머니 7% 적립\n롯데 그룹사에서 롤라카드로 결제 시', '롤라머니 7% 적립\n롯데 그룹사에서 롤라카드로 결제 시']"
161,161,LOCA LIKIT Play,"국내 1만원, 해외 1만원, 가족겸용 없음",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '영화', '문화', '쇼핑', '주유']","['신규회원 연회비 100% 캐시백이벤트\n롯데카드 온라인 신청 특별 혜택', '영화관 60% 결제일 할인', '스트리밍 서비스 60% 결제일 할인', '쇼핑 멤버십 60% 결제일 할인', '주유소 60% 결제일 할인']"
162,162,LOCA MONEY (로카 머니),"국내 2만원, 해외 2만원, 가족겸용 없음",조건없음,조건없음,['포인트/캐시백'],"['로카코인 기본 1%, 최대 2% 적립\n국내외 가맹점에서 한도 제한없이 적립\n로카코인 사용 안내']"
163,163,taptap SHOPPING,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['쇼핑', '문화']","['온라인 쇼핑 5% 할인\n오프라인 쇼핑 5% 할인\n해외 1.5% 할인', '넷플릭스·멜론·왓챠 등\n스트리밍 3,000원 할인']"
164,164,삼성카앤모아카드,"국내 8천원, 해외 1만원, 가족 5천원",직전 1개월 합계 20만원 이상,직전 1개월 합계 20만원 이상,"['주유', '오토', '영화', '카페/베이커리']","['모든주유소 리터당 60원 할인\n주유포인트 0.2%·0.4% 적립', '엔진오일 교환시 1만5천원 현장할인\n프라이버시콜(안심주차번호서비스) 무료', 'CGV 동반 1인 50% 현장할인', '스타벅스 1,000원 결제일할인']"
165,165,아메리칸 익스프레스 블루 KB국민카드,"국내 1만9천원, 해외 1만9천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '쇼핑', '카페/베이커리', '주유', '편의점', '통신', '문화', '레저', '외식', '언제나할인', '오토', '프리미엄']","['온라인신규신청 연회비 100% 캐시백\n홈페이지 내 신용카드 최초 발급 시', 'G마켓 등 온라인쇼핑 10%할인\n면세점 최대 10% 할인\n꽃집청년들 관엽 5%,화환 10%할인\n오리스 시계 서비스센터 5% 할인', '카페 아티제 커피 1+1 제공 서비스\n백미당 커피 또는 아이스크림 무료제공', '주유 100원/L당 할인', '편의점(GS 25, CU) 5% 할인', '이동통신요금 자동납부 시 10% 할인', '넷플릭스 등 OTT 30%할인\n잡지 정기 구독료 10% 할인', '롯데월드, 에버랜드 50% 현장할인\n캐리비안베이 이용권 30% 할인\n카모아 렌터카 5% 할인\n서프홀릭에서 서핑 강습료 5% 할인', '아웃백 스테이크 하우스 30% 할인\n생 어거스틴 20% 할인\n63 레스토랑 10% 할인\n키친동백, SG 다인힐 혜택 제공', '해외 가맹점 5% 할인', '하이파킹 지정 주차장 20% 할인\n내/외부 세차 할인 서비스', '국내 특급 호텔 객실 할인\n국내 특급 호텔 F&B 할인\n구름에, 락고재 등 고택 제휴 서비스\n리프레쉬 골프 10% 할인쿠폰 제공\n사이판 월드리조트 40% 할인\n스파 최대 10% 할인']"
166,166,zgm.고향으로카드,"국내 1만2천원, 해외 1만2천원",직전 1개월 합계 40만원 이상,주말 국내 1% 기부지역 1.7%적립전월실적 없이 국내외 0.7%기본적립,['포인트/캐시백'],['기본 서비스 : 국내·외 0.7%적립\n우대서비스:기부지역 0.7% 추가적립']
167,167,신한카드 Deep Making,"국내 3만원, 해외 3만원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '포인트/캐시백']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '혜택에 맞춰 총 포인트 적립 17%\n쇼핑,여행,푸드,생활 다양한 적립혜택']"
168,168,롯데백화점 FLEX 카드,"국내 10만원, 해외 10만원, 가족겸용 없음",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['포인트/캐시백', '문화', '카페/베이커리', '프리미엄', '쇼핑', '대형마트', '통신', '주유', '편의점', '외식', '영화', '레저', '의료', '뷰티', '간편결제', '렌탈']","['국내외 가맹점 L포인트 0.5% 적립', '스트리밍 30% 결제일 할인\n문화업종 L.POINT 0.5% 적립', '카페 50% 결제일 할인\n카페업종 L.POINT 0.5% 적립', '롯데면세점 최대 15% 현장할인\nMastercard World 서비스\nAmerican Express\nPlatinum Elite 서비스', '쇼핑업종 L.POINT 0.5% 적립', '대형마트 L.POINT 0.5% 적립', '이동통신 L.POINT 0.5% 적립', '주유업종 L.POINT 0.5% 적립', '편의점 L.POINT 0.5% 적립', '외식업종 L.POINT 0.5% 적립', '영화관 L.POINT 0.5% 적립', '레저업종 L.POINT 0.5% 적립', '의료업종 L.POINT 0.5% 적립', '뷰티업종 L.POINT 0.5% 적립', '간편결제 L.POINT 0.5% 적립', '렌탈업종 L.POINT 0.5% 적립']"
169,169,쇼핑앤조이 카드,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,"오픈마켓/소셜커머스 5,000원 할인해외 온·오프라인 쇼핑 5% 할인!","['대중교통', '통신', '쇼핑', '간편결제', '카페/베이커리', '금융', '연회비지원']","['후불교통 및 택시비 청구할인!\n버스, 지하철, 택시 5% 할인', '이동통신요금 자동이체 5% 청구할인\n통신3사 SKT, KT, LGU+', '국내 온라인 쇼핑 5,000원 할인!\n해외 온·오프라인 쇼핑 5% 할인!', '모바일 간편결제 이용시 청구 할인!\n네이버페이, 카카오페이, 페이코', '스타벅스 2,000원 할인\n사이렌 오더를 통한 주문 및 결제', '당행 이체수수료/타행 출금수수료 면제\n환전 시 환율 70% 우대!', 'IBK신용카드 연회비 캐시백 이벤트']"
170,170,기업은행 Oil & Life카드 (Oil),"국내 5천원, 해외 7천원",직전 1개월 합계 30만원 이상,GS칼텍스 리터당 120원 할인!autoOasis정비 최대 2만원할인,"['주유', '레저', '통신', '오토', '바우처', '영화', '연회비지원']","['GS칼텍스 주유서비스\n리터당 120원 할인!', '롯데월드, 에버랜드 등\n전국 놀이공원 할인', 'SKT, KT, LGT 통신 3사\n휴대폰 이용금액 3% 할인', 'autoOasis정비 최대 2만원할인', 'Prime 서비스\n알뜰쿠폰\n365쿠폰\nLife Prime 서비스 이용방법\nOil Prime\nOil Prime 서비스 이용방법', 'CGV, 롯데시네마 영화\n2,000원 현장할인제공!', 'IBK신용카드 연회비 캐시백 이벤트']"
171,171,THE iD. TITANIUM (포인트),"국내 69만5천원, 해외 70만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '포인트/캐시백', '바우처', '문화', '레저', '쇼핑', '프리미엄']","['온라인신규회원 연회비 20만원 캐시백\n(삼성개인신용카드 신규발급 시 제공)', '국내 가맹점 1.2% 빅포인트 적립\n특별 가맹점 1.5% 빅포인트 적립', '기프트 서비스 (택 2)', '라이프스타일 50,000원 할인', '라이프스타일 50,000원 할인', '라이프스타일 50,000원 할인', '국내외 공항 라운지 무료 서비스\nVISA 프리미엄 서비스\n국내 특급 호텔 발렛파킹 서비스\n인천/김포공항 발렛파킹 서비스\nDining Privilege 서비스\n특수 소재 카드']"
172,172,삼성 BIZ iD BENEFIT 카드,"국내 3만원, 해외 3만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['언제나할인', '금융', '관리비', '쇼핑', '대형마트', '주유', '통신', '렌탈']","['국내 가맹점 0.5% 결제일 할인', '4대 사회보험 1.5% 결제일할인\n부가세환급 편의지원서비스\n전자세금계산서 월 250건 무료', '도시가스요금·전기요금 1.5% 할인', '온라인쇼핑몰·해외 1.5% 결제일할인', '할인점 1.5% 결제일할인', '주유·전기차충전요금 3% 결제일할인', '이동통신·인터넷/유선통신3%결제일할인', '렌탈·보안·방역 3% 결제일할인']"
173,173,NH농협 올바른하나로(Hanaro) 카드,"국내 1만3천원, 해외 1만5천원",직전 1개월 합계 40만원 이상,농협판매장 이용금액5% NH포인트적립생활편의업종 이용액3% NH포인트적립,"['대형마트', '의료', '대중교통', '카페/베이커리', '편의점', '문화', '영화', '레저', '프리미엄', '금융', '포인트/캐시백']","['농협판매장 이용시 5%NH포인트 적립', '전국 병의원 및 약국 최대 5% 할인', '대중교통 3% NH포인트적립', '베이커리/커피 3% NH포인트 적립', '편의점 3% NH포인트 적립', '온라인서점 3% NH포인트 적립', '영화 예매 3% NH포인트 적립', '전국 주요 놀이공원 할인', '국제공항 라운지 무료이용', '전자금융 수수료 면제', 'OK Cashbag 제휴서비스']"
174,174,쿠쿠 삼성카드,"국내 1만5천원, 해외 1만5천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['렌탈', '관리비', '통신']","['최대 1만 3천원 결제일 할인', '아파트관리비 1,000원 할인\n4대사회보험 1,000원할인', '이동통신 1,000원 할인\n인터넷/유선통신 1,000원할인']"
175,175,JADE First,"국내 59만5천원, 해외 60만원, 가족 5만원",직전 1개월 합계 50만원 이상,"골프/프리미엄 아울렛 50% 청구할인항공, 여행 특별적립,공항라운지 무료","['바우처', '레저', '쇼핑', '프리미엄', '주유', '오토', '포인트/캐시백']","['해외/항공/면세/여행 30만원 할인\n특급호텔 레스토랑 20만원 현장 할인', '골프 50% 청구 할인', '프리미엄 아울렛 50% 청구 할인', '전세계 공항 라운지 무료 이용', '주유(LPG) 리터당 200하나머니\nEV 충전 50% 하나머니 적립', '제휴 주차장 무료 주차 제공', '하나머니 기본 적립\n하나머니 특별 적립']"
176,176,zgm point카드,"국내 5만원, 해외 5만5천원, 가족 4만4천원",조건없음,전 가맹점 최대 1.8% 기본적립'기본적립’포인트5%추가적립(연1회),['포인트/캐시백'],['전 가맹점 최대 1.8% 기본적립\n‘기본적립’포인트5%추가적립(연1회)\nSPC가맹점 이용 시 해피포인트 적립']
